,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9
M_DR_L002M1NAAA,62.939427,37.060573,0.808100,46.982558,1.290000,46.565346,0.628290,36.528477,0.387120,22.506977,0.665000,90.270263,0.420000,0.203333,-50.426812,48.577973,35.941583,-29.979234,-52.914337,20.556150,15.670808,13.911333,4.891333,9.020000,65.314417,65.493083,3.427333,-0.712000,4.139333,43.864871,50.101670,6.104333,-6.724000,12.828333,37.747067,81.764006,27.918333,29.272333,2.820333,5.503667,32.282333,5.443000,29.462000,5.319579,56.005197,92.179787,63.723740,-2.564667,3.740667,-3.058667,2.913333,2.956667,-2.538000,7.075667,52.599067,4.951658,63.723740,92.814745,-2.036000,-14.436667,12.400667,69.604868,12.699688,18.315667,25.781667,12.124000,24.550667,28.845667,18.847000,16.721667,44.116860,36.654592,75.029092,100.000000,-1.509667,-7.521000,6.011333,67.332248,19.925628,-29.925667,-45.772667,15.847000,24.075474,54.462731,8.913667,15.461333,3.239333,4.687333,9.982000,3.802667,12.835333,48.494895,43.696704,83.989903,78.162672,13.941667,4.429000,9.512667,63.959892,9.353930
M_DR_L002M2NAAA,57.795502,42.204498,1.170233,68.036822,1.158333,51.884896,1.011775,58.824138,0.545543,31.717636,0.578333,103.933130,0.443333,0.166667,-80.752790,87.281707,104.920805,-41.142917,-79.064595,9.458853,37.565107,16.320333,6.492000,9.828333,51.723752,80.010372,3.605667,-3.042667,6.648333,36.441226,8.800351,3.858333,-6.792667,10.651000,48.513463,67.591418,33.288667,34.551333,-4.308667,-0.959000,40.204667,-1.197333,44.513333,4.555078,51.619632,95.663640,60.585517,-3.554333,5.323000,-4.894333,3.798333,4.334000,-2.834000,10.309667,47.247676,4.804285,65.345070,93.741497,15.168333,1.602667,13.565667,53.927749,12.218556,13.859667,25.089667,6.982667,25.876333,29.834000,15.538000,22.851333,57.363128,38.598409,70.035353,100.000000,6.809333,0.394000,6.415333,79.291010,35.036187,-7.165000,-22.118667,14.953667,14.923588,51.548338,9.242333,14.664667,0.738000,2.312333,13.835333,1.972000,14.460000,38.444989,39.289854,86.348504,58.529717,-10.233667,-23.182333,12.948667,68.541686,27.807999
M_DR_L022M1NAAA,66.656806,33.343194,0.793240,45.328000,1.258333,47.719076,0.629609,35.977656,0.365830,20.904571,0.586667,102.303976,0.435000,0.243333,-43.776753,71.587973,158.953706,-140.121832,-34.879469,21.313961,31.639737,25.479667,19.845667,5.634000,12.911166,53.605487,1.592667,-1.833000,3.425667,66.332156,47.554377,1.527667,-6.726667,8.254333,16.654595,81.193479,44.707333,44.719000,13.136333,20.009000,47.917000,20.009000,34.780667,0.653595,58.830363,91.259467,66.656806,-2.368333,2.026333,-3.718333,-3.711000,-0.359000,-6.237000,8.263333,44.546723,24.640824,92.281112,72.041118,2.260000,-5.615667,7.875667,82.467581,6.059337,6.229000,25.623667,1.223333,27.046667,49.084667,3.651667,48.097667,66.259147,38.679558,75.405303,98.526981,8.804000,2.460000,6.344000,84.271995,5.065416,13.332667,-2.592667,15.925333,79.214543,34.759898,-3.052000,6.334000,-10.365333,-1.360667,7.219333,-5.329000,18.210333,52.488308,6.187594,88.092239,88.358991,-10.264667,-25.095000,14.830333,35.409059,38.451961
M_DR_L031M1NAAA,66.041667,33.958333,0.871083,54.785115,1.380000,43.518519,0.631863,39.739809,0.458607,28.843187,0.680000,88.272921,0.460000,0.223333,-45.005464,58.093215,133.003003,-132.911973,-125.388381,36.185912,47.903338,19.515667,13.443667,6.072000,24.112654,89.899691,0.346333,-6.373333,6.719667,7.746914,66.095679,3.768333,-4.587333,8.355667,27.037037,63.919753,37.999000,38.286333,7.829333,18.358000,38.374333,18.358000,31.648667,1.851852,54.544753,90.779321,66.041667,-4.773667,-1.280000,-7.609000,-6.554667,-3.785333,-9.921333,8.641333,18.788580,60.895062,93.333333,70.748457,2.873333,-10.581000,13.454333,92.037037,32.052469,12.411000,46.401000,11.767333,47.648000,61.006667,6.838667,54.168000,65.679012,0.810185,73.410494,96.257716,3.423667,-3.576667,7.000333,83.587963,67.129630,9.278000,-5.442000,14.720000,54.166667,95.146605,3.267000,21.706667,-6.587667,-5.878667,8.941000,-6.988000,29.299667,50.262346,25.185185,86.820988,67.492284,4.621333,-14.961667,19.583000,88.047840,61.388889
M_DR_L031M3NAAA,68.096133,31.903867,1.048997,66.392194,1.138333,52.752116,0.921271,58.308268,0.559047,35.382700,0.593333,101.182939,0.370000,0.183333,-75.459986,57.155524,121.728584,-171.502166,-71.571088,33.411732,73.170372,23.215000,17.217333,5.997667,70.123006,0.146843,1.101333,-7.426333,8.527667,21.650874,70.436309,3.655333,-7.678000,11.333333,32.510855,88.857533,45.015667,45.048667,8.636000,25.586333,47.396333,25.586333,38.760333,2.996918,55.331833,90.513927,68.096133,-0.048667,3.507000,-6.387333,-6.347000,3.670333,-6.701000,10.732667,16.563594,65.838351,95.014730,70.455926,-3.786000,-21.241333,17.455333,80.697289,20.943731,11.278667,53.479000,8.031000,54.821333,63.589333,9.146000,55.638333,67.656532,30.096568,74.195441,98.393111,-0.563333,-12.498000,11.934667,43.342836,66.600599,-5.528333,-21.251333,15.723000,10.257665,46.993364,3.395000,15.210667,-11.222667,-8.641333,7.696333,-8.641333,26.433333,48.420772,65.302340,88.115829,68.096133,20.544333,1.909667,18.634667,84.766409,43.267220
M_DR_L034M1NAAA,57.568766,42.431234,1.599710,89.886994,1.080000,55.606530,1.480359,83.181348,0.783673,44.034059,0.553333,108.435708,0.413333,0.086667,-113.483675,134.912275,246.988347,-199.726122,-255.796477,-11.572736,-7.176240,18.363000,7.250000,11.113000,24.976018,91.859459,3.092667,-3.912333,7.005000,32.247942,62.316635,7.000333,-8.594333,15.594667,64.400016,35.285345,43.338333,44.025000,-8.769333,-0.451333,46.935333,-0.451333,55.704667,3.321815,51.059577,82.078028,57.568766,-5.796667,4.802000,-7.540000,-7.099667,-6.580333,-10.468333,15.270333,29.865243,38.036309,85.402794,64.319143,13.768667,-5.215000,18.983667,83.178771,39.276233,9.011000,29.673333,3.876333,31.641667,68.862000,3.650000,65.682333,42.189092,42.270203,71.439814,97.863796,18.261667,1.046333,17.215333,82.243172,50.029839,14.080000,-2.928000,17.008000,66.736123,33.333333,-18.619000,12.101333,-29.160000,-30.595333,-21.881000,-42.162333,54.263667,31.818775,57.105378,87.791514,62.163235,11.289333,-21.816000,33.105333,97.491446,25.638414
M_DR_L035M1NAAA,54.942311,45.057689,0.940330,63.535811,1.005000,60.218113,0.952736,64.374054,0.485073,32.775225,0.518333,116.819895,0.396667,0.078333,-81.409031,94.250434,63.238601,-140.958217,-61.940941,-30.907077,9.457349,28.358000,14.777667,13.580333,67.562036,99.673621,14.293333,0.401333,13.892000,36.145883,62.648174,13.184000,1.965667,11.218333,27.069701,46.541805,49.062667,50.944333,15.095000,18.989000,54.142333,18.989000,39.162000,4.208946,48.335704,90.679627,54.942311,5.447667,19.038000,4.389333,15.235000,15.509667,-2.035333,21.116000,42.861546,4.262684,56.842896,88.121543,4.624333,-16.365000,20.989333,15.186502,62.976924,37.445333,48.135000,21.558000,48.326667,63.434333,37.175333,41.876333,54.260313,29.315631,81.836573,99.824561,-4.576000,-14.662000,10.086000,52.999052,5.573732,9.334333,-9.470667,18.805000,25.612455,60.062431,-5.843333,6.497000,-12.088000,-12.360333,-7.177667,-21.388000,27.885000,12.009641,54.148095,94.590643,62.348664,-4.071667,-21.536000,17.464333,69.312470,59.553501
M_DR_L036M1NAAA,59.827066,40.172934,1.500170,87.729240,1.033333,58.066636,1.451620,84.890041,0.687207,40.187524,0.496667,120.888391,0.411667,0.091667,-117.229025,137.395983,244.127685,-138.121605,-89.776252,-21.954068,55.911241,22.432000,16.483333,5.948667,11.291198,80.007002,-1.135000,-6.887333,5.752333,9.040686,62.416146,0.366333,-6.162667,6.529000,66.364916,63.448154,46.555000,48.027000,-7.097667,4.033000,43.532333,4.033000,55.124667,4.682569,51.769822,92.898830,59.827066,-1.959333,1.647333,-9.332333,-9.707667,-4.071333,-12.958000,14.605333,11.137271,59.343177,99.024390,66.127796,9.846667,-4.086667,13.933333,41.293910,33.033538,14.225333,36.730667,2.352667,38.541333,54.355667,5.085000,52.003000,59.343177,38.852608,68.547239,95.482423,8.852000,-1.669667,10.521667,70.152103,36.114929,-0.863667,-14.212667,13.349000,28.849088,30.112721,4.428000,12.470667,-9.717333,-9.578667,7.136333,-10.877000,23.733333,33.268634,59.182921,96.453297,60.802676,-0.647667,-15.215000,14.567333,100.000000,42.565957
M_DR_L038M1NAAA,66.769785,33.230215,1.211047,68.822207,1.088333,55.138247,1.113281,63.266255,0.624743,35.503626,0.510000,117.700530,0.381667,0.173333,-57.062776,104.280187,239.003676,-156.997277,-93.172487,26.546673,8.961429,19.150333,14.818333,4.332000,10.480836,57.577309,-0.398000,-6.485333,6.087333,46.568036,71.399735,2.597000,-6.825667,9.422667,49.478655,69.890649,42.052333,42.191000,3.523000,21.857333,41.623333,21.857333,38.668000,3.643282,52.991643,94.351555,66.769785,-5.194333,0.850667,-8.153333,-7.962667,-3.520667,-8.888667,9.979000,46.260758,63.273770,93.623910,69.729286,12.789333,-4.779333,17.568667,15.227121,69.050122,8.578333,56.717000,3.678333,57.688667,60.570667,3.963667,57.236000,66.310299,41.966070,70.141254,96.787158,8.322000,-0.924667,9.246667,84.547388,67.681643,12.999667,-5.606667,18.606333,8.114974,60.505878,-5.658667,18.242667,-10.272333,0.828333,6.766000,-5.612000,28.515000,51.460883,2.305923,84.225981,94.989622,3.034667,-22.117667,25.152333,65.143213,73.051854
M_DR_L040M1NAAA,62.898268,37.101732,1.046020,81.742386,0.956667,62.722743,1.093805,85.476874,0.515453,40.280697,0.471667,127.366034,0.383333,0.115000,-101.088185,118.407661,256.960450,-231.234938,-100.637574,-8.804405,58.008890,21.424667,12.722667,8.702000,61.274285,68.839626,6.967333,-3.960667,10.928000,16.232560,56.659290,17.491667,-11.558000,29.049667,67.019400,53.862608,40.230667,43.157333,1.365667,8.710333,44.969333,8.710333,45.728667,4.723325,55.924067,93.360200,62.898268,-8.194000,4.558333,-11.836667,-6.421667,-2.162333,-10.788000,17.391667,34.576568,21.243523,77.666806,93.125348,11.734333,-10.728333,22.462667,61.945370,7.817569,4.829000,43.574333,4.409667,44.924000,67.522000,6.773000,63.207333,48.833911,27.066371,74.040034,98.779211,14.149667,-0.287667,14.437333,82.751246,57.296464,3.792333,-26.520667,30.313000,73.866423,28.674676,-5.199000,9.808000,-13.511667,-12.206667,6.039333,-13.284000,24.588333,24.047373,61.328343,96.345728,64.113545,-4.990667,-35.910333,30.919667,77.349340,20.586060
M_DR_L041M1NAAA,66.151515,33.848485,1.054700,62.408284,1.161667,51.832612,0.912340,53.984591,0.544747,32.233531,0.556667,108.263305,0.411667,0.143333,-56.701161,83.894930,148.745981,-150.527485,-123.173093,19.357152,61.647565,23.859667,20.417333,3.442333,1.060606,56.730159,5.227000,-1.652000,6.879000,17.281866,69.096200,9.084333,0.904000,8.180333,100.000000,40.655123,42.806667,42.838333,10.627000,20.970333,44.791333,20.970333,34.164333,0.606061,56.337181,87.795094,66.151515,1.174000,7.964000,-1.504000,-1.667333,1.625667,-3.719333,11.683333,27.768639,45.126984,95.671477,70.956229,4.006000,-5.968000,9.974000,47.461760,78.783069,6.983667,41.171333,6.802000,42.147333,52.991667,2.893333,50.098333,65.719577,0.793651,74.279461,96.421356,4.631333,-9.476667,14.108000,78.160173,96.289081,-11.565000,-21.061667,9.496667,78.173641,84.053872,0.941333,13.384333,-12.218333,-9.371667,5.748000,-9.371667,25.746000,45.763829,63.203944,90.633959,66.151515,6.681667,-11.156333,17.838000,91.661857,78.582973
M_DR_L043M2NAAA,63.129910,36.870090,0.982977,58.510516,1.373333,43.733370,0.717097,42.684321,0.539583,32.118056,0.786667,76.392903,0.435000,0.201667,2.177240,3.143837,6.517048,-35.903572,-0.900956,4.583662,15.805778,13.541000,1.956333,11.584667,50.054708,93.092573,3.626000,-0.621667,4.247667,55.803180,37.055070,-2.633667,-15.760000,13.126333,32.036445,70.578236,26.371000,28.767000,-0.453333,9.314667,27.492667,9.068333,29.220333,12.016213,50.115579,100.000000,64.407494,0.838667,4.086667,-2.885000,-2.968667,2.727333,-3.491667,7.578333,17.614934,61.487881,87.840789,66.298307,12.931333,2.255667,10.675667,51.718753,8.609873,13.799667,30.577333,9.951667,30.893667,31.565000,12.009333,21.617000,62.765465,45.526343,63.996882,96.159451,3.267333,-1.752667,5.020000,82.789269,62.158645,7.782333,-4.266667,12.049000,62.903547,94.112252,3.459000,13.874000,-5.196000,-0.629667,4.574333,-0.762000,19.070000,46.162414,4.499568,84.192180,75.673464,8.546333,-16.343667,24.890000,74.603247,39.565574
M_DR_L043M3NAAA,64.605862,35.394138,1.083733,64.126233,1.276667,47.023878,0.849076,50.241156,0.616837,36.499211,0.706667,84.918020,0.433333,0.171667,-41.907668,51.516067,53.155519,-69.581701,-53.766468,23.922570,29.875651,22.368667,8.843000,13.525667,67.753594,62.989333,3.221667,-2.712333,5.934000,51.864003,26.916073,0.899667,-8.020000,8.919667,58.691900,82.528469,35.216000,35.452000,4.789333,14.538333,37.302333,14.538333,32.513000,1.421189,53.515933,95.271615,64.605862,-2.781667,3.711667,-4.152333,-1.239000,0.171000,-4.370667,8.557333,51.729050,4.304768,79.892922,81.248329,7.124333,-3.096667,10.221000,54.427378,3.676408,13.753667,27.677333,7.511667,28.334000,31.295333,13.970667,23.783667,64.213997,42.926638,78.020273,99.330990,3.478333,-3.250667,6.729000,78.940568,64.871499,-9.715667,-21.191000,11.475333,54.971530,70.497724,4.480333,16.670000,-6.675000,0.926667,9.765333,0.926667,23.345000,49.056166,5.488903,90.311027,64.605862,17.798333,-16.456000,34.254333,82.172070,42.584897
M_DR_L050M1NAAA,72.374612,27.625388,0.533837,31.794918,1.961667,30.633649,0.271400,16.164362,0.293133,17.458805,0.983333,61.115586,0.566667,0.433333,-21.882154,25.469620,65.806711,-74.064051,-50.709441,12.231078,37.741176,18.505000,14.365000,4.140000,22.600283,73.115564,0.385333,-2.401667,2.787000,43.775359,51.948103,7.112000,-2.334333,9.446333,30.377048,86.103091,33.824333,34.110000,9.791000,19.911000,35.705333,19.911000,25.914333,1.346801,59.285111,95.722606,72.374612,-4.628333,0.669667,-5.889333,-5.895333,-4.648000,-6.336333,7.022000,36.311474,71.312880,89.608576,90.346939,15.551667,5.549000,10.002667,54.695495,70.517529,15.978000,41.299667,12.619000,41.868333,49.332333,16.178667,36.713333,72.119332,37.369130,77.211403,100.000000,5.474000,2.285333,3.188667,64.106115,49.826750,-14.226000,-22.926333,8.700333,28.384145,65.402062,2.662000,18.266000,-6.526000,-6.343333,6.563000,-6.385667,24.807333,55.387942,71.771770,89.228749,72.945110,-4.465000,-29.807333,25.342333,81.905398,45.778048
M_DR_L052M2NAAA,66.026839,33.973161,0.892070,58.330984,1.280000,46.876436,0.696937,45.571567,0.447607,29.268506,0.673333,89.237716,0.360000,0.231667,-60.728544,13.588234,44.163118,-130.945304,-38.265245,37.349375,18.651048,28.197333,22.846000,5.351333,63.142253,34.965328,7.855000,1.377000,6.478000,31.034448,46.451587,1.842667,-8.135333,9.978000,4.428240,61.853406,46.662333,49.238333,8.890667,20.293333,49.139667,20.293333,41.323000,8.204908,56.387553,95.838823,66.026839,0.364000,11.529333,-0.618333,5.742333,6.180333,2.072333,12.147667,43.365299,3.648498,72.252520,90.531777,15.980000,-0.376333,16.356333,52.215652,64.606759,11.132000,34.929000,9.050333,36.273333,51.745333,9.626333,43.832000,65.636202,36.446174,74.613193,98.181113,5.248000,-0.136000,5.384000,82.581676,44.078148,-9.386333,-24.854667,15.468333,22.617114,85.682262,0.335667,20.649333,-6.935333,0.316333,9.287333,-1.284667,27.584667,50.263999,3.123564,86.335366,79.515814,-0.396667,-22.076000,21.679333,97.140435,44.151169
M_DR_L059M1NAAA,64.770837,35.229163,1.245190,82.499140,1.041667,57.644170,1.197170,79.317506,0.643143,42.610881,0.515000,116.556777,0.368333,0.158333,-59.977589,132.550762,233.963837,-197.818419,-234.395929,10.757406,10.223155,11.528333,3.512667,8.015667,32.109461,66.975309,7.091333,-2.000667,9.092000,15.838728,64.486110,10.436333,-8.492000,18.928333,34.299517,49.344983,39.028333,39.703667,-3.670000,8.612667,46.026000,8.612667,49.696000,2.640264,53.777111,85.141938,64.770837,-4.096333,10.816667,-4.149333,-2.881667,0.616333,-4.678333,16.439333,28.424092,20.792079,81.261459,86.572812,3.241667,-9.771000,13.012667,61.892349,52.271966,11.462333,54.197333,5.898667,55.653000,68.993667,9.460667,63.095000,64.290469,42.072565,72.985125,96.986124,1.600000,-5.541667,7.141667,67.632850,77.199224,-17.026667,-34.009000,16.982333,67.628466,80.123550,-27.514000,8.984000,-29.736333,-28.536333,-16.751667,-35.034000,44.018000,47.167482,43.337359,72.637686,76.227925,2.275000,-32.399333,34.674333,64.649865,38.287349
M_DR_L060M1NAAA,70.968768,29.031232,0.991583,51.385322,1.288333,46.616541,0.768916,39.846624,0.489737,25.378976,0.643333,93.674987,0.335000,0.235000,-67.147440,65.770294,123.372489,-97.008320,-74.157834,26.350593,65.043192,17.212667,9.259333,7.953333,40.386543,33.589744,0.559000,-6.081333,6.640333,31.142279,89.163293,8.152667,-10.368333,18.521000,32.229612,89.207634,34.711000,37.770333,0.995000,16.396667,38.517000,16.396667,37.522000,8.002699,56.386158,96.244457,70.968768,-1.711667,0.847667,-3.359667,-3.290667,-0.547667,-6.943333,7.955667,47.745325,46.288799,89.006169,79.279931,6.655000,-4.146000,10.801000,51.458454,97.379024,19.103333,40.851333,4.939000,41.834000,49.024333,20.727667,44.085333,70.580297,44.904569,76.791016,100.000000,3.126000,-1.942000,5.068000,57.076345,84.160401,-7.581667,-16.151000,8.569333,60.719105,54.253904,1.715000,15.805333,-7.492667,-5.498667,9.311667,-5.498667,23.298000,53.395990,68.517447,88.664932,70.968768,30.549667,7.097333,23.452333,2.831116,73.274532
M_DR_L076M3NAAA,69.095944,30.904056,1.031623,55.463620,1.235000,48.592989,0.835317,44.909505,0.527717,28.371864,0.590000,101.752402,0.420000,0.243333,-49.288426,79.272250,179.427582,-164.891533,-99.167815,28.870219,9.824509,9.704667,6.950000,2.754667,41.975763,59.802981,0.837667,-3.305333,4.143000,44.977138,78.919433,1.731667,-9.581333,11.313000,45.957028,29.508197,30.185333,30.637667,0.204000,16.999333,34.100667,16.999333,33.896667,3.401361,54.933212,89.340359,69.095944,-1.530333,2.806000,-8.715000,-8.923000,0.310667,-9.935667,12.741667,46.702663,68.691003,100.000000,71.673544,8.371667,-1.604000,9.975667,25.024596,57.413355,10.346667,57.375000,10.016000,58.239000,63.013333,7.456667,55.756333,68.691003,0.802325,73.147467,100.000000,7.956333,-2.123667,10.080000,77.870154,36.821308,6.156000,-9.829000,15.985000,71.665428,84.081633,2.637667,15.809000,-6.856000,-5.861667,5.623000,-5.861667,22.665000,52.254687,46.243572,87.535036,69.095944,8.648667,-11.709000,20.357667,54.677088,79.759365
M_DR_L077M1NAAA,66.533531,33.466469,1.036353,62.455625,1.260000,47.622565,0.822505,49.568135,0.518293,31.234763,0.616667,97.370219,0.468333,0.186667,-63.755265,76.086024,140.043990,-151.674325,-151.594850,25.080528,36.586391,0.435333,-7.033000,7.468333,30.329937,75.017202,-1.158333,-11.236333,10.078000,18.387069,67.196007,1.537000,-13.899000,15.436000,27.509105,75.829918,18.703000,18.805333,-18.866667,-5.976333,21.228667,-5.976333,40.095333,4.233733,54.887203,97.106636,66.533531,-3.164667,3.258333,-10.606000,-10.654667,-1.665333,-10.661333,13.919667,19.567653,66.136676,94.732293,66.930905,26.137667,11.493667,14.644000,31.151161,71.280578,11.068333,42.834333,10.358000,43.895333,54.898333,10.101333,45.425000,66.136676,31.889349,74.998714,98.935399,2.414000,-3.110667,5.524667,81.864297,60.831433,-9.825667,-26.957667,17.132000,40.465721,85.585234,-1.412667,14.242000,-18.270000,-18.926333,6.510000,-19.788333,34.030333,46.690754,66.136676,87.033991,67.066371,12.402667,-7.432000,19.834667,60.196555,47.921602
M_DR_L080M1NAAA,60.213781,39.786219,0.775443,66.848563,1.226667,49.482376,0.642675,55.403045,0.395560,34.100000,0.685000,88.398722,0.428333,0.173333,-27.047381,52.175211,166.452244,-134.753560,-93.075521,20.949559,1.937702,27.408333,8.923667,18.484667,52.796826,92.353263,16.269000,3.305000,12.964000,16.490943,55.520980,25.768667,1.751667,24.017000,97.222222,43.346942,24.963000,24.967667,2.438667,14.155667,34.967000,14.155667,32.528333,0.157978,52.740019,81.032286,60.213781,-4.292000,11.540000,-4.689000,-4.115333,-2.801333,-8.284000,19.824000,19.394003,20.238095,74.598545,85.543529,-34.272000,-45.305333,11.033333,47.557756,85.754986,2.166667,34.239667,-2.562667,35.641667,51.256667,-0.031333,54.182000,59.801428,9.931823,69.346070,99.052133,10.076000,-8.202667,18.278667,21.722441,69.040868,8.611667,-1.082000,9.693667,48.938857,68.232027,-15.726000,7.889333,-15.971667,-10.603000,-9.047333,-16.212000,24.605333,41.423334,0.682256,87.554419,98.441632,-25.083333,-55.355000,30.271667,65.943325,17.263134
M_DR_L085M2NAAA,74.666629,25.333371,0.674523,46.200228,1.773333,33.850301,0.380713,26.076253,0.341197,23.369635,0.860000,69.772186,0.463333,0.461667,-51.476751,38.797946,69.347533,-92.471409,-23.701440,9.453580,72.002675,15.458333,10.058000,5.400333,17.678043,48.734461,4.124333,-5.387333,9.511667,50.479294,34.843234,7.420333,-7.092667,14.513000,43.262072,30.083565,46.915000,47.296667,2.574333,20.510333,49.064667,20.510333,46.490333,4.075134,63.028503,92.822033,74.666629,-2.850333,9.678000,-6.759333,-6.943000,-3.921000,-7.906667,17.584667,49.623844,74.384543,97.307335,77.688869,2.142000,-6.410333,8.552333,32.226329,67.371922,28.127333,51.925333,9.972333,52.973000,58.937000,25.028000,48.964667,74.384543,48.746807,78.532106,100.000000,-2.003667,-8.058667,6.055000,82.835934,53.375530,-3.921667,-16.226000,12.304333,6.866445,79.837586,7.040667,17.459333,-0.460667,1.501667,16.642333,0.805667,18.490000,58.727180,49.252862,89.066696,82.607534,13.218000,-1.331000,14.549000,69.970060,31.913367
M_DR_L091M2NAAA,67.143497,32.856503,1.146883,63.715741,1.593333,37.711214,0.720249,40.013833,0.606160,33.675556,0.873333,68.787261,0.483333,0.258333,-48.341004,31.239634,66.139193,-155.407649,10.754474,41.829616,26.154341,9.126667,5.432000,3.694667,80.104327,36.414491,2.800000,-3.057667,5.857667,18.946493,68.227087,4.971000,-3.500667,8.471667,31.790195,83.344214,26.367000,26.369000,-14.578333,5.144333,32.590667,5.144333,47.169000,0.215054,54.366359,86.503456,67.143497,-3.062667,4.992333,-8.231667,-8.443000,-1.563333,-9.287000,14.279333,25.951741,66.829237,98.602151,70.410266,8.286000,-3.055000,11.341000,65.277778,70.451229,1.219000,45.747667,-3.181333,47.296000,64.777000,0.107333,67.958333,66.829237,35.551075,74.280594,98.230287,10.161667,-2.050000,12.211667,71.608423,46.444572,28.856000,8.939333,19.916667,70.823733,65.972222,1.877333,14.822000,-17.489667,-15.435667,11.857667,-15.435667,32.311667,43.351254,45.431388,87.760497,67.143497,19.009667,-21.574333,40.584000,63.545827,42.035970
M_DR_L139M1NAAA,79.858713,20.141287,0.708287,42.159921,2.196667,27.327252,0.322669,19.206488,0.398380,23.713095,1.075000,55.813953,0.446667,0.660000,-18.600239,16.058740,32.339909,-218.428791,-28.319004,14.510753,109.010483,25.067333,20.419667,4.647667,34.044035,39.398242,5.076000,-3.348333,8.424333,14.418710,65.514096,0.263667,-7.384333,7.648000,28.021309,70.428965,44.719667,45.013000,15.395000,44.554333,54.824000,43.775000,39.429000,27.157738,56.715320,88.960962,92.689168,1.219000,6.302000,-5.289667,-2.859000,3.528000,-2.859000,11.591667,17.029523,72.414772,96.056066,79.858713,-0.216000,-7.695667,7.479667,34.988582,47.077605,5.935333,64.232667,0.392667,64.651000,71.092333,2.074000,70.844333,79.630986,19.853373,84.558401,99.070549,3.456667,-6.932000,10.388667,31.377586,80.342094,-6.519333,-22.010667,15.491333,64.977629,66.115093,4.086667,23.241000,-31.624333,-31.831333,7.601667,-33.678000,56.995333,63.696122,79.556581,97.409919,80.844206,15.988333,-6.788333,22.776667,66.277356,87.978150
M_DR_L148M1NAAA,67.880817,32.119183,0.962713,63.336404,1.276667,47.005270,0.754398,49.631437,0.475610,31.290132,0.633333,94.773327,0.536667,0.180000,-57.799410,52.730606,84.097631,-147.117932,-22.933624,-9.937017,69.764698,40.321667,30.118333,10.203333,95.964992,43.488079,13.414667,4.440333,8.974333,12.301768,71.664516,30.111333,13.412333,16.699000,8.896869,60.551271,56.484333,56.496000,24.951333,37.127000,63.133667,37.127000,38.182333,0.265604,54.314969,93.349787,67.880817,-14.978000,3.602667,-15.481333,-7.684667,-7.684667,-17.858667,21.951667,53.010292,2.643737,67.880817,99.734396,-14.608333,-29.692000,15.083667,64.753120,5.504036,8.601000,48.519667,8.090000,49.379333,57.341667,8.433667,49.643333,67.489107,4.738108,74.801822,99.353483,-2.470333,-10.690667,8.220333,83.943545,57.305054,-16.767667,-26.973667,10.206000,57.437856,70.963542,8.077667,8.095667,-9.183000,-7.039667,9.668333,-7.039667,18.851333,0.128700,64.869137,89.151514,67.880817,11.570000,-13.068000,24.638000,85.375414,90.494792
M_DR_L148M6NAAA,72.843982,27.156018,0.956863,58.714868,1.303333,46.096030,0.734554,45.073647,0.467907,28.711953,0.580000,103.514172,0.411667,0.251667,-56.336445,92.804482,150.443558,-199.872361,-96.719949,40.254605,45.952939,35.761333,22.248667,13.512667,100.000000,49.972267,13.330000,1.489000,11.841000,14.226143,76.934152,27.524333,9.029667,18.494667,8.475372,69.657182,52.613667,53.384667,15.383000,35.225667,54.191000,35.225667,38.985333,3.587104,57.530172,94.663063,72.843982,-14.987333,7.203333,-15.174333,-6.730667,-6.730667,-13.840333,22.736667,48.923565,2.235435,72.843982,88.027760,-17.356000,-29.074333,11.718333,12.545042,15.425747,1.444667,53.081333,1.298000,53.894333,59.528000,-1.438333,60.966333,72.459849,10.038610,77.586919,99.109633,-1.221333,-10.179000,8.957667,90.007894,64.037976,3.374667,-13.389667,16.764333,56.178174,33.995367,3.767000,16.921000,-8.351333,-6.263333,5.629667,-6.263333,25.272333,54.495938,70.916715,88.726793,72.843982,18.239000,-21.134000,39.373000,87.580992,67.445309
